,train_loss,test_loss,train_ACC,test_ACC,lr
74,0.040604868,0.25904428,98.754,92.64,0.016934407
75,0.039387587,0.248127154,98.742,93.42,0.015772645
76,0.030723996,0.243475903,99.048,92.87,0.014644661
77,0.029291333,0.239355005,99.086,93.61,0.013551569
78,0.019664496,0.247476551,99.506,93.7,0.012494447
79,0.018452355,0.231273173,99.486,93.24,0.011474338
80,0.015446523,0.206617007,99.596,94.32,0.010492249
81,0.012690737,0.240275256,99.694,93.64,0.00954915
82,0.009148473,0.200798649,99.822,94.65,0.008645971
83,0.008538521,0.212979929,99.808,94.36,0.007783604
84,0.00623479,0.200567109,99.916,95.01,0.006962899
85,0.005063808,0.196843139,99.93,94.9,0.006184666
86,0.004293067,0.189663308,99.948,94.96,0.005449674
87,0.003450557,0.186366822,99.98,95.16,0.004758647
88,0.003265653,0.18800057,99.972,95.23,0.004112269
89,0.00311468,0.186220013,99.982,95.25,0.003511176
90,0.003102623,0.182379401,99.972,95.19,0.002955962
91,0.002752311,0.181163772,99.994,95.35,0.002447174
92,0.002524509,0.184946854,99.99,95.32,0.001985316
93,0.002732421,0.181554834,99.98,95.31,0.001570842
94,0.002700755,0.18169976,99.982,95.26,0.001204162
95,0.002521309,0.181756602,99.99,95.42,0.000885637
96,0.002449807,0.181272749,99.994,95.36,0.000615583
97,0.002608385,0.179516535,99.992,95.32,0.000394265
98,0.002472803,0.179819451,99.994,95.43,0.000221902
99,0.002501306,0.180641454,99.986,95.37,9.87E-05
100,0.002458138,0.181638749,99.99,95.33,2.47E-05
