,train_loss,test_loss,train_ACC,test_ACC,lr
0,1.767332311176583,1.4629753983020783,33.96,45.6,0.01
1,1.2736295783306326,1.3071261692047118,53.582,55.19,0.009997532801828659
2,0.9962093621263723,0.9683374321460724,64.572,66.77,0.00999013364214136
3,0.8289985560700107,0.8285130417346954,70.712,71.7,0.009977809823015401
4,0.6906166697859459,0.7939755874872207,75.882,73.92,0.009960573506572392
5,0.5892159619447216,0.6032525432109833,79.61,79.39,0.00993844170297569
6,0.5105673576254979,0.6523102149367332,82.466,79.19,0.009911436253643446
7,0.44909129743380927,0.5064104390144348,84.448,83.02,0.009879583809693738
8,0.40074785876914365,0.5203086337447167,86.118,82.76,0.009842915805643155
9,0.36045643477641104,0.44789336264133456,87.544,85.52,0.009801468428384716
10,0.3339720155729357,0.4168103463947773,88.32,86.67,0.009755282581475767
11,0.29749953830638504,0.4362387275695801,89.608,86.15,0.009704403844771127
12,0.2729296669020982,0.41989973485469817,90.446,86.54,0.009648882429441256
13,0.25628268543411703,0.4141325208544731,91.096,86.81,0.009588773128419903
14,0.23202906871009665,0.3623009589314461,91.982,88.23,0.009524135262330096
15,0.21422667875695411,0.3938096038997173,92.6,87.98,0.009455032620941838
16,0.19312696479013203,0.4617125074565411,93.3,86.66,0.009381533400219317
17,0.18337894867524465,0.42345702171325683,93.564,87.45,0.009303710135019717
18,0.1654427619865331,0.4409696450829506,94.1,87.14,0.009221639627510075
19,0.15496375586103905,0.4334918449819088,94.578,87.23,0.00913540287137281
20,0.14722489598004715,0.38883092783391476,94.792,89.09,0.009045084971874739
21,0.13068990673288663,0.48152332901954653,95.324,86.95,0.008950775061878451
22,0.12189000280445342,0.44779250226914885,95.666,88.35,0.008852566213878947
23,0.11151661104558373,0.4015330618619919,96.082,89.17,0.008750555348152299
24,0.10390292517269206,0.38714292891323565,96.394,90.18,0.00864484313710706
25,0.10196004485439919,0.37428765788674356,96.362,89.87,0.008535533905932738
26,0.09215939535623621,0.39031273148953916,96.82,89.98,0.008422735529643444
27,0.0825450943158868,0.3787895998358726,97.052,89.96,0.00830655932661826
28,0.08223637700309534,0.3704012203961611,97.12,90.24,0.00818711994874345
29,0.07457682863592416,0.4059852048754692,97.424,89.99,0.008064535268264884
30,0.07386116729453777,0.39857936710119246,97.326,90.7,0.007938926261462368
31,0.06374924271808141,0.40232477471232414,97.752,90.67,0.007810416889260655
32,0.05755566916716716,0.3936368863284588,97.998,91.25,0.0076791339748949845
33,0.05698635894805193,0.4113464003056288,97.982,90.56,0.007545207078751858
34,0.05388827083270301,0.45713083647191527,98.116,90.09,0.007408768370508578
35,0.048872270911951045,0.41660681545734407,98.256,91.07,0.0072699524986977355
36,0.04732790119860254,0.4558888334035873,98.422,90.48,0.007128896457825365
37,0.0460436611943652,0.46589738726615904,98.376,90.17,0.006985739453173905
38,0.0446999517872053,0.4347262058407068,98.44,90.55,0.006840622763423393
39,0.03914809860961983,0.5658124439418316,98.628,89.49,0.00669368960122646
40,0.04118122326453095,0.47895919397473335,98.574,90.07,0.00654508497187474
41,0.03341656104397134,0.4332939226925373,98.862,90.85,0.00639495553019615
42,0.029575673717995892,0.43776806376874444,98.952,91.05,0.006243449435824276
43,0.033279254932201865,0.41955605037510396,98.876,91.74,0.006090716206982716
44,0.029666847871530733,0.5361253687739372,98.97,90.1,0.005936906572928627
45,0.03000829826541426,0.4996327105909586,98.964,90.49,0.005782172325201158
46,0.024442163080779736,0.4914753370732069,99.138,91.34,0.0056266661678215256
47,0.02317385924706126,0.44695220395922663,99.144,91.83,0.005470541566592575
48,0.024332492277049995,0.5525690171122551,99.14,90.37,0.0053139525976465705
49,0.023058628180937228,0.4940340988151729,99.224,90.95,0.005157053795390645
50,0.022880441134186972,0.4717769519239664,99.188,91.28,0.005000000000000004
51,0.01950443212685468,0.5037663176655769,99.326,90.94,0.004842946204609362
52,0.020453140712575393,0.4694149090349674,99.298,91.63,0.004686047402353437
53,0.016005511557304626,0.4834669827390462,99.45,91.69,0.004529458433407432
54,0.017327189981646222,0.47846907448023557,99.406,91.46,0.0043733338321784825
55,0.016016137570424405,0.4770844392105937,99.42,91.71,0.004217827674798849
56,0.013091412684767057,0.4865040571987629,99.582,91.82,0.00406309342707138
57,0.012270852921123001,0.4671193214505911,99.546,92.23,0.003909283793017292
58,0.011020845764622098,0.5323684563487768,99.626,91.6,0.0037565505641757287
59,0.013350204623285252,0.4795819004625082,99.552,92.0,0.0036050444698038572
60,0.011368576345671325,0.48810388825833795,99.6,92.07,0.003454915028125267
61,0.009341383746931152,0.4986246293783188,99.678,91.98,0.003306310398773546
62,0.006289357921154976,0.47581609718501566,99.796,92.43,0.0031593772365766143
63,0.007440361308513472,0.4939429968968034,99.752,92.2,0.0030142605468260987
