,train_loss,test_loss,train_ACC,test_ACC,lr
0,1.9329891213980477,1.5995314741134643,27.946,39.93,0.01
1,1.4531609853515235,1.5112200331687928,45.95,46.21,0.009997532801828659
2,1.1635807280040458,1.1184152829647065,57.9,60.56,0.00999013364214136
3,0.9645743892930657,0.9833363431692124,65.48,65.24,0.009977809823015401
4,0.8371778103091833,0.9244071817398072,70.326,69.02,0.009960573506572392
5,0.7352639071624297,0.9285555577278137,74.288,70.14,0.00993844170297569
6,0.669510758288986,0.7034512448310852,76.364,75.57,0.009911436253643446
7,0.6049008654511493,0.6645441356301308,78.89,76.28,0.009879583809693738
8,0.559647713094721,0.7444408938288689,80.442,75.67,0.009842915805643155
9,0.5101340254554358,0.5413624632358551,82.34,81.94,0.009801468428384716
10,0.4715727169800292,0.599306353032589,83.54,79.53,0.009755282581475767
11,0.4361172057021305,0.6387732991576195,84.82,79.55,0.009704403844771127
12,0.4141441251310851,0.531178959608078,85.554,82.17,0.009648882429441256
13,0.3867326460759658,0.5381815247237682,86.416,82.3,0.009588773128419903
14,0.3596043290232149,0.5084087482094765,87.496,83.33,0.009524135262330096
15,0.34085745972288234,0.4870711772143841,88.226,84.17,0.009455032620941838
16,0.31802892772590413,0.470155096501112,88.802,85.15,0.009381533400219317
17,0.2940872314640933,0.4956394165754318,89.756,84.49,0.009303710135019717
18,0.2778645276718432,0.4440209920704365,90.136,86.0,0.009221639627510075
19,0.2632016597882561,0.4662410223484039,90.616,85.16,0.00913540287137281
20,0.24892812338479034,0.44366695404052736,91.388,86.47,0.009045084971874739
21,0.23269875980246707,0.48020373940467836,91.888,85.36,0.008950775061878451
22,0.21221653478758415,0.4605573007464409,92.376,86.5,0.008852566213878947
23,0.20503295841805466,0.5191721121966839,92.7,84.88,0.008750555348152299
24,0.19090267065007363,0.47092703863978386,93.198,86.49,0.00864484313710706
25,0.17523159058121465,0.45046904996037485,93.794,87.22,0.008535533905932738
26,0.1701478668776772,0.42679658576846125,93.922,87.2,0.008422735529643444
27,0.16344178094507178,0.44431124165654184,94.152,87.16,0.00830655932661826
28,0.14740295208457027,0.42606308847665786,94.702,88.46,0.00818711994874345
29,0.13978069231790655,0.4876447154581547,95.04,86.83,0.008064535268264884
30,0.12626504473616856,0.4203790682554245,95.568,88.07,0.007938926261462368
31,0.12371567889209599,0.509867409914732,95.562,87.57,0.007810416889260655
32,0.11386763310664907,0.49215503230690955,95.978,87.75,0.0076791339748949845
33,0.10835205745475981,0.42638651713728903,96.018,88.65,0.007545207078751858
34,0.09939842765479137,0.4410319662094116,96.448,89.05,0.007408768370508578
35,0.09452506300547849,0.47771626472473144,96.682,88.05,0.0072699524986977355
36,0.08571274199134782,0.4533363726735115,96.912,89.07,0.007128896457825365
37,0.08289167508864037,0.48089567713439463,97.048,88.49,0.006985739453173905
38,0.07537600103660923,0.43967562474310395,97.25,89.83,0.006840622763423393
39,0.07381703661959571,0.4932468418776989,97.326,88.8,0.00669368960122646
40,0.06813532557062175,0.5114987404644489,97.558,88.45,0.00654508497187474
41,0.06602114624560565,0.5583403921127319,97.64,88.03,0.00639495553019615
42,0.0579524176073787,0.5247987315058709,98.014,88.9,0.006243449435824276
43,0.05598251891972692,0.5688092614710331,98.046,88.93,0.006090716206982716
44,0.05650774693078435,0.5158440726250411,98.014,89.05,0.005936906572928627
45,0.04871255254534924,0.5049250434339047,98.272,89.3,0.005782172325201158
46,0.04777355231416157,0.5066949002444744,98.298,89.38,0.0056266661678215256
47,0.04017870540104216,0.5606040978431701,98.616,88.58,0.005470541566592575
48,0.04159927482257032,0.5291950777173042,98.498,89.45,0.0053139525976465705
49,0.04109043116464525,0.5447456738352776,98.514,89.37,0.005157053795390645
