,train_loss,test_loss,train_ACC,test_ACC,lr
0,1.7540590150277022,1.4641950488090516,34.464,45.17,0.01
1,1.260729193992322,1.2637142503261567,54.062,55.12,0.01
2,0.949792972458598,0.8712100291252136,66.184,69.27,0.01
3,0.7473555743846747,0.8685452026128769,73.698,72.05,0.01
4,0.6039173564185267,0.7185998189449311,78.894,76.66,0.01
5,0.5206594435150361,0.5426500388979911,82.02,81.92,0.01
6,0.4593054829808452,0.5226352733373641,84.042,82.54,0.01
7,0.4123099898666982,0.5726073607802391,86.004,82.38,0.01
8,0.3697146485986002,0.49922035485506056,87.268,83.56,0.01
9,0.3335265099926068,0.5555724912881851,88.358,82.61,0.01
10,0.30576677662332347,0.4048684312403202,89.266,86.77,0.01
11,0.2803385564128456,0.4365712650120258,90.182,86.32,0.01
12,0.26243314571926357,0.3831347222626209,90.832,87.66,0.01
13,0.2370234006239325,0.45370905816555024,91.772,86.15,0.01
14,0.22088262526427999,0.3768655513226986,92.24,88.52,0.01
15,0.207642799124236,0.4114611075818539,92.652,87.89,0.01
16,0.19220003549514525,0.4308562599122524,93.296,87.63,0.01
17,0.17102180194595587,0.41111457034945487,94.144,88.12,0.01
18,0.16339981668364362,0.3769353160262108,94.154,89.56,0.01
19,0.1587848609403881,0.4107810612022877,94.274,88.51,0.01
20,0.14490260140937003,0.34276591390371325,94.778,90.0,0.01
21,0.13226898487114236,0.4275320676714182,95.316,88.83,0.01
22,0.12459975182819549,0.4316788648068905,95.628,88.2,0.01
23,0.11986690688678218,0.39379336148500443,95.828,89.4,0.01
24,0.11034578194513041,0.5146758075803518,96.104,87.95,0.01
25,0.10840413422154649,0.39355029731988905,96.2,89.91,0.01
26,0.09744140139216428,0.443350315913558,96.498,89.51,0.01
27,0.0949646870288855,0.38885777071118355,96.598,90.1,0.01
28,0.09039821280428516,0.44434956565499306,96.848,88.98,0.01
29,0.08416803438654717,0.3976678220927715,97.096,90.23,0.01
30,0.080447753155342,0.4033444985002279,97.242,90.01,0.01
31,0.08043677025519864,0.44176378443837166,97.122,89.84,0.01
32,0.07784674184925644,0.4992654152959585,97.346,88.97,0.01
33,0.07051902631645465,0.43978216364979744,97.484,90.08,0.01
34,0.06862181763562476,0.4028484536707401,97.602,90.49,0.01
35,0.06774207659999427,0.46019578516483306,97.588,90.19,0.01
36,0.06536429208677139,0.4619440454244614,97.67,89.79,0.01
37,0.062473178561300496,0.49121561720967294,97.804,89.64,0.01
38,0.058813546612725386,0.4530188801139593,97.966,90.08,0.01
39,0.05825199717965425,0.4320406010746956,97.97,90.89,0.01
40,0.0582362752862732,0.478054064065218,98.024,89.97,0.01
41,0.05711134421803495,0.4360691626369953,98.074,90.56,0.01
42,0.0579192974113995,0.45533648774027824,97.972,90.25,0.01
43,0.04948984432127088,0.47452145770192145,98.266,90.47,0.01
44,0.048222570173928274,0.48663864091038705,98.382,90.18,0.01
