,train_loss,test_loss,train_ACC,test_ACC,lr
0,0.07091424783544086,0.5441786563396454,97.552,89.27,0.01
1,0.06585739470799179,0.5418950007855892,97.622,88.61,0.01
2,0.06223621968980259,0.5413721988350153,97.808,88.96,0.01
3,0.06539552934203402,0.541954740434885,97.764,88.42,0.01
4,0.06431736251520341,0.5262436110526323,97.78,89.25,0.01
5,0.058605555670045294,0.4912013727426529,98.03,89.27,0.01
6,0.05545460301167939,0.5379000343382359,98.052,89.21,0.01
7,0.05680203048364662,0.5502038404345513,97.992,89.27,0.01
8,0.05596163412234496,0.6161143592000008,98.03,88.82,0.01
9,0.05573432442501111,0.5092369700968266,98.046,89.95,0.01
10,0.05401542416923796,0.6507095785439014,98.102,87.86,0.01
11,0.049147837152204395,0.5303881527483463,98.256,89.42,0.01
12,0.05394838301255308,0.5993211299180985,98.118,88.27,0.01
13,0.04891786892610171,0.5724377861618996,98.232,89.21,0.01
14,0.05275137165366003,0.5949649076163769,98.168,89.13,0.01
15,0.05137159932366646,0.5490605714917183,98.188,89.37,0.01
16,0.04317790080490701,0.5923997285217046,98.464,89.02,0.01
17,0.04965921587077305,0.515108758509159,98.272,89.79,0.01
18,0.04982713368290183,0.5524342029541731,98.246,89.41,0.01
19,0.044938480925729586,0.5090379737317562,98.458,89.85,0.01
20,0.04684420001974134,0.7265842342376709,98.33,87.69,0.01
21,0.04550044436681815,0.6724528200924397,98.446,88.29,0.01
22,0.04380180316386492,0.5069962434470654,98.524,90.39,0.01
23,0.04440173743378438,0.585470222979784,98.492,89.54,0.01
24,0.04440712394928822,0.658739546239376,98.508,88.96,0.01
25,0.04553702324533554,0.5017027682065964,98.372,90.43,0.01
26,0.040648237223882236,0.6484392569959163,98.616,88.32,0.01
27,0.037139696592484096,0.5607737244665623,98.71,90.15,0.01
28,0.041976072896352926,0.5969596190750599,98.596,89.52,0.01
29,0.04202571868791681,0.6142148111760616,98.566,89.03,0.01
30,0.04076151475887936,0.59517563380301,98.592,89.49,0.01
31,0.04061228125516916,0.643613748177886,98.59,89.19,0.01
32,0.03909396671216942,0.5916804440319539,98.684,89.55,0.01
33,0.035021421667771974,0.5714196879416704,98.772,90.02,0.01
34,0.041279105347512134,0.5612365727871657,98.514,89.95,0.01
35,0.03664997352175224,0.5736489063128829,98.694,89.69,0.01
36,0.03812576729662554,0.6804968556761741,98.722,88.94,0.01
37,0.03891892086796682,0.6144507735967636,98.676,89.5,0.01
38,0.03898261651328867,0.560531654804945,98.676,90.33,0.01
39,0.03611928808605275,0.6185413391888142,98.808,89.61,0.01
40,0.034840627681211475,0.5542956164479256,98.762,90.09,0.01
41,0.035285720299623305,0.5564828968793154,98.822,90.06,0.01
42,0.03500590530459952,0.6243534633517265,98.806,89.65,0.01
43,0.03952821953873605,0.6065667243301869,98.64,89.99,0.01
44,0.032036159475467375,0.5757397256791592,98.91,89.94,0.01
45,0.0320920345401439,0.6012922133505344,98.966,90.35,0.01
46,0.03627577510780281,0.6063897437602281,98.81,89.55,0.01
47,0.03458551690280152,0.6381630094349384,98.78,88.93,0.01
48,0.03891453207226332,0.6006860237196088,98.682,89.85,0.01
49,0.02985559740160947,0.6454938355833292,98.938,89.5,0.01
50,0.036822094607031175,0.5679486011713744,98.778,90.03,0.01
51,0.027713502036577894,0.6211182123422623,99.054,89.86,0.01
52,0.03373696531027393,0.60509042724967,98.876,89.75,0.01
53,0.030053213240800288,0.5984255236387253,98.984,90.44,0.01
54,0.03134503562296348,0.7081724080443382,98.922,89.59,0.01
55,0.0315562516898679,0.5803783897310495,98.922,90.09,0.01
56,0.03008791060416776,0.6379788652062416,98.97,90.13,0.01
57,0.031106733098474885,0.6269392549991608,98.932,89.92,0.01
58,0.03248117165818639,0.6036343698203563,98.902,90.21,0.01
59,0.03339717286648443,0.5652613198757171,98.88,90.56,0.01
60,0.026387656113276346,0.6116082245111465,99.08,89.71,0.01
61,0.031638619751157955,0.6126405590772629,98.91,90.05,0.01
62,0.024153831232514213,0.6101404105126857,99.196,90.08,0.01
63,0.03541809824772317,0.713460614234209,98.75,88.95,0.01
64,0.029853945093043625,0.6013803189992905,98.968,90.38,0.01
65,0.0277152800238203,0.6989296120405197,99.036,89.79,0.01
