,train_loss,test_loss,train_ACC,test_ACC,lr
0,2.1741435012549086,1.6741279399394988,24.928,38.0,0.1
1,1.5633558519660968,1.41133265376091,42.146,47.83,0.1
2,1.334445633394334,1.3780555462837218,51.208,50.03,0.1
3,1.1346681954915567,1.1619175827503205,59.07,59.08,0.1
4,1.0074899388701104,1.276338485479355,64.07,57.76,0.1
5,0.9053404200107545,1.0888503420352935,68.082,61.93,0.1
6,0.8283798238810371,1.0183116245269774,70.55,65.83,0.1
7,0.7751335564171872,0.889334905743599,72.606,69.41,0.1
8,0.7239398194091095,1.0609187024831772,74.63,66.9,0.1
9,0.6852454581986303,1.0042194366455077,76.006,66.41,0.1
10,0.6554635619111073,1.2939225322008132,77.092,59.19,0.1
11,0.6269022772836563,0.7680901095271111,78.16,74.2,0.1
12,0.602841457899879,0.8954622548818588,79.156,71.63,0.1
13,0.5926549364538753,0.6829081138968468,79.498,76.74,0.1
14,0.5718449554632387,0.6939390516281128,80.176,75.65,0.1
15,0.5511770597504227,0.9575768607854843,80.81,70.56,0.1
16,0.5372842826959118,0.8270271384716034,81.688,72.92,0.1
17,0.5270002490419257,0.7598693659901619,81.786,74.57,0.1
18,0.5092542070866851,0.7469093522429466,82.538,74.4,0.1
19,0.5002672117384498,0.8475823843479157,82.812,75.06,0.1
20,0.4943638619254617,1.1102039086818696,82.848,66.58,0.1
21,0.47756480530399803,0.8687420070171357,83.388,71.42,0.1
22,0.4745976767881447,0.8054714995622635,83.572,73.51,0.1
23,0.4631555877683108,0.8693780952692032,83.912,74.48,0.1
24,0.45812940525124446,0.6736720848083496,84.038,78.15,0.1
25,0.45130715040904484,0.5946292343735695,84.412,80.39,0.1
26,0.44674306867829977,0.7335940787196159,84.734,76.0,0.1
27,0.43335948339508623,0.5993970620632172,85.138,80.43,0.1
28,0.4346857741284553,0.6237820571660996,85.102,80.12,0.1
29,0.43590222623037256,1.1083285856246947,84.966,69.75,0.1
30,0.4284483033525365,0.6579359823465347,85.242,79.03,0.1
31,0.42987470748022083,0.684762342274189,85.246,77.48,0.1
32,0.4240536626113955,0.7894511386752129,85.424,76.33,0.1
33,0.4217502623415359,0.613001971244812,85.298,80.08,0.1
34,0.4153240201494578,0.6552454727888107,85.65,78.16,0.1
35,0.4154346577651665,0.5077307599782944,85.486,82.33,0.1
36,0.4151448251874855,0.7528128376603127,85.876,75.79,0.1
37,0.40709702910669626,0.7419863346219063,86.05,76.12,0.1
38,0.4081289081088722,0.6577994000911712,86.05,78.44,0.1
39,0.40550423968021215,0.9033730798959732,86.084,69.73,0.1
40,0.4007012777011413,0.7480491930246354,86.164,77.41,0.1
41,0.39777950081221586,0.7526558250188827,86.444,75.03,0.1
42,0.39126454773918745,0.751652095913887,86.428,76.24,0.1
43,0.39595061868352965,0.6562003034353256,86.396,78.26,0.1
44,0.3958776955256986,0.9675232881307602,86.326,71.45,0.1
45,0.39157627084675956,0.7042375481128693,86.558,78.22,0.1
46,0.3887558449107363,0.8615404167771339,86.54,73.26,0.1
47,0.38907190635228706,0.5300821831822395,86.594,82.7,0.1
48,0.383517108000148,0.6627433049678803,86.83,78.96,0.1
49,0.38364152229198106,0.7973744124174118,86.792,76.21,0.1
50,0.3830098934719325,0.753152360022068,86.868,75.49,0.1
51,0.3837500071662771,0.5720395576953888,86.772,81.23,0.1
52,0.38388840343488756,0.6285425522923469,86.98,80.19,0.1
53,0.38184290846138047,0.7416985169053077,86.928,78.27,0.1
54,0.37821728097813206,0.6478997588157653,87.024,79.58,0.1
55,0.3833392507127484,0.5307891704142094,86.886,82.4,0.1
56,0.37180443672115543,0.6797632622718811,87.242,78.55,0.1
57,0.3740478262038487,0.5556652411818505,87.15,81.44,0.1
58,0.378403019379167,0.616735460460186,86.99,79.68,0.1
59,0.3733886261577801,0.5059062080085277,87.098,82.9,0.1
60,0.3688151964446163,0.9826388025283813,87.06,71.24,0.1
61,0.37079203586139337,0.5739347782731056,87.19,81.23,0.1
62,0.3649328674196892,0.5229867154359817,87.354,82.7,0.1
63,0.36865870936599837,0.5136632287502289,87.294,82.16,0.1
64,0.37005168203350225,0.6682796305418015,87.214,78.71,0.1
65,0.37155048682561614,0.653885697722435,87.266,79.37,0.1
66,0.36676915306264485,0.6130061808228493,87.368,79.51,0.1
67,0.3620830131766131,0.4729610550403595,87.6,84.13,0.1
68,0.36463386388233554,0.5154851597547531,87.364,82.81,0.1
69,0.3651033464600058,0.5672157832980156,87.412,82.54,0.1
70,0.3649246383582235,0.49246706277132035,87.394,83.48,0.1
71,0.36133369334670895,0.5954588791728019,87.498,80.29,0.1
72,0.3659321885279682,0.9090353047847748,87.318,74.06,0.1
73,0.359220393668965,0.6638838645815849,87.576,78.38,0.1
74,0.36373108339584087,0.5450419220328331,87.542,81.73,0.1
75,0.3586284331119884,0.5327490937709808,87.758,81.89,0.1
76,0.35966076795249946,0.5138412880897522,87.552,82.85,0.1
77,0.3532944162330969,0.6412750223278999,87.868,80.15,0.1
78,0.3586522696344444,0.6343402087688446,87.726,79.24,0.1
79,0.3543886514880773,0.6964338907599449,87.838,77.23,0.1
80,0.35909395773544944,0.4897238074243069,87.398,83.95,0.1
81,0.35689415876060493,0.48620609536767007,87.682,83.83,0.1
82,0.360799545407905,0.5547213378548622,87.668,82.3,0.1
83,0.35122481868852434,0.5568784683942795,87.814,80.81,0.1
84,0.35529794564942263,0.7002932518720627,87.788,78.87,0.1
85,0.35312053343981425,0.5403904569149017,87.848,82.0,0.1
86,0.3532052038575682,0.4967899683117867,87.698,83.52,0.1
87,0.3523374945687516,0.8815197825431824,87.98,72.61,0.1
88,0.35442940658315675,0.5068827196955681,87.908,83.92,0.1
89,0.3489280474155455,0.5465367940068245,87.97,81.93,0.1
90,0.35616081350904594,0.5220209950208664,87.692,82.93,0.1
91,0.3506746632440011,0.5929805615544319,88.02,80.73,0.1
92,0.35252341296514283,0.5121438282728196,87.98,82.77,0.1
93,0.35044333815117323,0.4489045614004135,87.918,84.9,0.1
